theta1;theta2;theta3;theta4;theta5;theta6
-1;-318;11;-322;248;68
138;106;89;327;-233;-18
247;-2;189;-231;138;299
-243;-52;-330;-198;120;268
-112;-341;292;-21;296;-124
138;-348;9;-121;-118;327
181;-120;96;-61;55;331
84;-252;244;163;-282;-244
-146;-55;20;-162;236;211
-163;83;-287;123;-110;122
-148;130;-77;-78;-211;162
230;307;10;-221;74;-218
-65;255;-51;307;-92;143
64;-288;-63;306;-320;-84
-187;-196;-103;306;2;219
-108;-30;325;-265;-310;149
311;-282;109;-255;140;91
-329;215;351;-46;-112;-325
-198;58;73;-178;111;-317
318;-294;-120;109;3;22
-87;194;-157;108;304;-122
226;207;-271;-247;-61;135
114;130;-354;-268;190;247
178;321;303;-200;7;207
16;85;42;167;-315;-5
-195;-117;37;176;-63;5
-268;-206;-149;-36;-187;-171
282;62;316;85;-180;-287
33;-41;138;187;-73;49
-212;320;9;-161;-195;327
137;150;113;201;58;2
273;-77;-186;-157;292;146
255;-87;96;-338;303;-22
14;192;-118;91;-125;-136
105;-48;-286;-190;340;143
115;-125;-346;51;-334;-170
-223;-37;194;92;-134;-150
-304;-237;160;-296;301;-51
-303;52;239;-110;202;150
66;-89;-77;-52;-55;-203
-2;-332;47;-325;268;260
-117;342;328;352;-247;-358
-182;-111;-192;184;-198;-37
-173;-111;291;-351;-265;-81
246;-207;314;339;-90;350
-272;188;57;87;-7;-202
-257;97;218;122;-20;320
66;-197;133;-129;179;359
-166;311;142;-292;-183;313
-15;276;201;-347;195;134
265;58;91;-280;-206;-334
-40;-125;-153;-3;-229;313
317;66;-360;291;132;-307
358;-134;223;-28;63;-16
38;-234;63;-249;-39;27
-27;241;358;340;177;-216
-334;-225;56;92;-97;98
282;-178;-154;-270;21;231
-144;207;-45;36;350;137
339;-291;287;-318;-272;94
-94;-130;213;-143;77;-27
-150;240;51;-310;-168;-237
43;-215;-6;165;328;189
-303;316;342;77;330;-122
289;-360;-12;-254;-133;-237
67;114;-109;-322;-326;-320
-309;-349;342;169;182;-336
-276;-172;284;340;356;-110
-150;-225;175;157;-224;-48
-328;112;203;262;206;-48
-110;-321;230;-284;-356;-162
319;126;-82;257;126;78
-44;333;233;-353;-258;-12
58;-149;-44;-73;-262;326
-101;243;-331;-55;-306;-134
322;256;-235;26;-148;290
-302;207;-235;159;-193;-211
-205;344;-85;98;-327;-193
270;-29;-358;-25;234;268
-143;-190;239;-45;5;-227
-251;293;355;-79;236;327
284;246;132;-237;-189;-47
-342;-167;346;-135;52;81
290;-75;139;-213;-315;88
136;-147;52;-133;223;-97
143;96;335;-216;71;-300
32;250;-331;-123;151;260
1;357;-51;-168;-20;-245
-246;-167;185;79;337;197
53;-36;-154;182;-292;-284
169;-105;58;-145;154;-101
158;357;-300;-23;-293;162
297;-298;14;38;133;-144
73;-217;113;143;-29;-247
-56;69;-128;238;-272;-179
316;112;182;224;-326;-61
163;-260;96;-183;245;243
-34;-76;333;-355;-73;-9
85;-310;-258;111;-203;-275
-329;-241;8;265;192;-263
-314;124;-13;-3;-134;-127
295;-36;179;-227;-299;-211
42;117;317;-331;-243;-45
-126;-296;224;-72;112;48
-358;109;-132;-169;-29;89
218;44;-343;212;-164;233
136;75;-82;-313;359;116
-195;-294;-187;290;-204;-15
295;-221;-38;85;68;120
-168;-55;216;312;-22;-140
-44;-139;-162;-260;-240;-4
-298;308;-253;-245;157;126
-102;-295;-355;-92;208;-38
-289;221;115;-34;24;19
94;106;-222;218;-219;-64
-191;-164;-354;309;15;-26
17;-118;-121;352;-19;178
123;213;-164;-156;157;-227
241;-238;327;160;-264;255
311;46;-73;-42;145;-173
-340;323;358;202;353;-9
-268;-26;175;125;270;186
84;-162;-118;242;-82;-303
264;-47;-236;-357;110;-94
-89;-42;12;-144;-16;-356
-237;-142;176;58;145;220
254;-276;113;182;146;76
-333;-220;-122;103;-204;-305
347;-211;348;80;-182;13
153;-173;-278;36;-203;-135
341;-138;322;-64;-353;-137
-249;356;-36;33;-171;276
-286;233;-53;303;20;267
-106;-72;71;297;-265;-330
-71;69;303;-149;32;203
-124;-292;-42;-340;126;-280
-217;22;92;-91;77;250
146;-77;52;-180;164;-113
-304;-143;-144;-344;-234;260
112;257;-165;285;-210;335
-62;-195;230;-101;1;179
239;-76;-291;-169;210;315
49;316;70;352;189;-227
12;101;266;72;360;-267
-149;-17;-267;-196;-230;124
-126;210;33;-194;135;-325
52;356;-99;42;308;-173
240;-234;274;-159;252;221
-224;345;-178;201;224;-1
300;-288;-263;258;-347;165
228;-277;-8;-110;197;-155
234;-236;262;307;-223;-324
35;-354;237;295;148;-185
64;316;285;77;211;242
43;-360;-179;-49;-50;271
-312;-115;-233;-183;164;-153
-189;-260;-201;229;-88;119
314;-53;76;339;-98;119
-134;278;-147;-148;294;-5
-211;-342;-238;-143;333;205
125;246;-57;147;-13;231
-45;260;-354;358;-162;-336
-251;-15;280;-156;205;-238
167;-183;-301;254;135;330
350;25;293;-17;281;-343
-268;174;-79;-77;73;-343
-81;-320;137;15;-306;-68
-50;115;-203;-302;-23;165
82;289;-178;-202;-190;224
146;273;152;116;-44;45
354;330;-118;-248;-60;39
-339;264;284;-2;-210;160
144;-28;-238;212;280;-258
317;-360;-44;-352;-191;149
140;-169;-125;-293;-331;187
-126;16;326;122;-19;108
119;-195;220;2;-48;151
40;-177;-306;64;126;63
24;-20;-127;-50;191;358
-169;211;-263;-335;-33;45
-194;-256;128;-105;8;140
69;4;199;134;-130;239
116;63;-347;243;-278;245
-117;-51;212;-258;78;310
98;-326;143;-175;138;-99
30;-200;292;-91;-304;-338
91;315;-130;177;-152;-271
10;-81;345;-150;67;51
84;44;-159;-251;168;-332
217;-67;238;340;-56;-322
207;94;6;49;-138;178
-118;276;-120;213;220;-324
-70;335;-62;-122;98;258
208;28;174;173;-40;253
-4;323;215;-265;-189;-268
25;-320;-23;348;131;267
-3;-153;-229;333;185;325
123;-226;-152;-319;-329;-159
-238;128;290;-107;-288;211
-23;135;132;-57;115;96
18;-223;9;179;-58;171
134;329;-138;-114;-81;-342
96;47;-97;-57;-27;-134
-198;-277;-264;322;-5;179
-136;-355;83;-103;107;249
-287;64;59;16;-33;336
-229;43;91;-339;103;244
-76;-45;-299;59;268;-211
-292;-225;121;168;94;-23
-134;102;45;118;-270;125
130;310;237;-232;324;-217
-204;-354;-144;-163;62;-75
-226;-77;-249;240;-253;129
180;-350;-258;-338;223;-327
120;-32;218;-102;-342;-203
152;35;267;172;-286;340
172;-351;129;-10;-335;-278
-305;78;-192;-258;22;310
84;137;-191;-211;-334;118
5;-10;261;336;187;-183
127;187;62;232;308;99
-347;-228;-341;314;-11;213
-31;-4;-54;282;270;96
-150;-150;-183;147;198;233
221;-178;217;94;-194;-86
-34;0;29;-112;-150;147
313;68;67;172;-92;-34
7;309;-35;99;-29;39
-331;218;124;-216;-350;190
49;111;97;169;279;120
-273;154;-38;102;107;129
-318;-199;-239;309;11;125
121;-302;-198;-156;298;-195
-181;127;107;147;243;164
-346;60;303;-294;39;311
-217;18;-269;179;-134;-226
346;153;235;132;137;22
-224;-5;43;237;-214;20
222;-104;34;157;-214;104
-360;10;50;-355;283;240
198;208;-91;-251;-107;105
311;-293;172;-321;185;-26
-328;247;-242;-278;-165;-134
76;128;352;356;186;-162
327;-64;-204;93;-350;-329
-231;-216;158;-41;249;-79
243;179;60;-245;21;-27
-87;-293;-174;-118;-90;-255
-132;-158;231;-114;268;-167
199;79;-348;145;-349;133
272;-49;95;62;-197;205
-153;306;-145;26;-120;-189
33;-283;-262;-292;-136;225
10;264;346;-125;-202;13
-106;259;-173;248;60;158
-113;-354;-222;5;-343;36
-161;141;275;-343;-114;-57
-303;-303;-308;289;338;-78
-134;38;211;215;262;215
-356;303;-348;-339;152;28
18;2;-313;-195;-276;353
-310;-317;116;-112;-268;99
178;220;-167;-48;-71;78
195;318;-266;-176;-88;356
-115;288;-189;-202;354;325
100;3;-102;194;205;-340
-323;-127;216;94;348;-246
84;-138;-299;272;65;-142
-239;-115;-312;111;-184;186
-145;-59;-320;-338;-226;-165
-313;-120;-325;-287;-309;292
-136;66;-88;326;175;279
71;137;-79;-200;-266;-236
316;-336;274;16;222;-38
-111;185;-101;41;280;245
-185;-46;237;-250;186;271
2;51;253;349;209;-108
1;-176;7;-304;-320;97
84;-302;79;32;257;103
-165;-284;-317;88;144;-162
-56;-97;-301;-310;-273;128
-203;-189;-354;164;44;37
175;234;-77;-262;-219;159
122;-317;-83;-6;198;-254
-10;-309;207;-77;-190;-302
-304;308;-213;329;-116;332
-113;-315;81;40;293;-215
207;-110;340;242;153;-206
-349;-209;26;-282;255;296
-120;-22;-358;-136;-11;-171
132;296;51;-169;309;-314
91;323;12;329;-164;19
296;-206;236;-261;-45;271
147;-2;79;-304;-186;-342
250;-350;36;-274;63;88
178;-137;300;204;-288;-158
294;-280;209;-287;193;117
197;311;-233;-346;241;-19
-282;-296;-277;-239;341;-154
71;254;-184;164;-72;-137
111;-78;-274;345;13;6
-126;-218;262;-167;28;37
334;-166;-169;-137;41;-88
-183;127;-172;333;-2;-52
49;82;221;275;-245;-296
-135;77;-87;307;-319;356
120;84;-254;-340;52;-339
153;-206;-177;331;-229;215
-332;-138;337;-168;-273;77
105;270;286;-322;187;259
-13;-306;-295;-216;201;-67
236;-254;168;-252;244;33
333;-306;313;-101;-312;336
108;-57;70;-110;-204;-333
-250;-91;272;-42;99;-81
243;192;-270;-294;116;-88
-283;89;88;297;77;-11
55;348;13;-109;348;355
286;174;119;168;-46;-72
-203;275;319;324;-284;-319
-242;20;-310;-353;-294;77
-320;114;55;-307;-186;-107
-269;173;-39;-348;131;275
-260;224;-178;-343;22;314
194;-69;157;-13;-42;319
57;204;155;-258;139;-77
-268;102;-2;-314;17;-134
256;-354;-214;274;-203;-131
-113;216;51;226;-298;-222
93;-314;175;75;215;-245
172;185;275;-51;-225;-142
-129;-42;-100;91;316;-154
-184;303;307;-137;-305;203
-266;-28;-43;76;-269;71
-265;-277;-42;-165;320;12
-39;-138;-22;201;-239;-344
150;76;-62;299;-16;300
-2;308;147;140;-357;29
-63;92;31;-205;38;262
-357;-270;198;-346;-258;-129
292;82;-349;-136;-222;-162
-341;238;191;159;233;191
-274;-83;-340;-360;-355;-240
-252;11;-58;68;-161;67
61;-273;-304;-337;-239;17
246;-140;-223;-314;322;-184
90;-211;-186;176;-248;233
-293;346;110;-156;265;-339
188;286;86;159;-26;187
-355;-221;-295;-239;319;252
-262;116;-333;-254;-227;105
257;255;-4;203;-162;337
354;-300;-123;-167;-205;193
-97;-249;-242;284;321;13
-347;-58;-272;326;-166;284
285;199;295;-348;331;-306
-155;-9;339;49;-163;-267
-249;-167;-48;-75;-54;82
-38;-352;-336;-73;346;31
297;-127;-151;273;201;-76
276;-54;-24;-54;-32;141
-292;168;-267;-3;-173;66
-196;328;-315;-228;90;-150
-262;-224;329;-147;-189;115
-357;-304;-137;-199;141;144
254;43;51;22;259;-39
-84;69;-141;-288;-92;-200
103;199;-50;87;-159;-16
-134;236;175;-256;-311;23
176;242;159;279;-243;-215
275;-27;-226;162;277;215
247;27;-209;22;248;-205
156;261;-21;-28;319;93
221;-71;-129;-87;158;-221
-7;-273;-260;322;94;-44
150;21;110;201;85;2
-11;-281;300;-49;-53;-339
8;334;-162;175;-276;194
192;29;-238;310;-210;-346
73;77;-22;69;161;-66
70;-54;-273;-108;34;-269
-302;-152;127;-31;-1;-318
-307;-117;-118;350;181;106
276;9;-89;277;-183;-242
114;-176;-247;-161;-145;-356
-196;123;347;-176;86;340
-6;-143;70;31;-267;38
-253;-174;21;226;158;1
284;325;-27;-153;307;-3
272;-207;-278;-271;53;-24
-91;184;-32;149;310;231
-332;336;280;100;-353;344
-83;-72;7;37;331;256
-17;272;-79;-325;-139;-130
-28;-9;149;-96;318;-167
177;295;61;293;-320;41
-358;-250;-67;-192;25;-136
150;63;-188;-314;-358;-224
-6;84;-272;-265;-134;-297
-66;-157;94;-202;111;-221
-292;302;42;-59;-281;38
-280;-190;-261;-124;-111;309
280;209;-307;-58;-74;-63
342;-189;-282;216;-328;332
217;332;192;78;353;45
-3;-178;-219;-5;152;352
-119;-202;-112;-294;95;-88
279;-53;282;-199;214;258
-53;64;-294;-180;68;15
299;118;0;97;-298;-331
181;-127;-313;305;-321;-312
53;-44;-341;-325;-189;-269
94;-17;-281;-47;290;47
166;347;64;2;23;77
191;73;160;-47;106;-233
271;-179;-103;-142;337;-222
-290;140;-291;-217;77;151
282;74;261;127;205;26
-357;-217;-44;42;-83;106
62;192;-235;2;-85;344
314;283;-41;181;295;-91
-277;18;-115;252;-226;-210
22;-300;-187;97;-280;77
281;-7;-134;189;328;105
-11;-45;-226;-41;-9;260
156;87;-296;-280;54;-28
33;-333;57;93;-13;-245
183;212;-150;5;-189;-222
223;-312;-219;342;54;60
324;-288;273;282;-206;-240
105;-230;-276;-97;-70;-296
132;34;350;-207;302;119
176;-88;-18;-284;277;-40
121;165;-155;68;-93;213
-307;355;199;-355;280;263
142;278;-25;-93;-301;358
267;-360;130;112;-64;-17
-81;-35;-341;-54;-284;-329
40;80;172;-175;163;154
3;283;201;-4;189;120
345;-276;266;49;-274;339
245;-316;-160;-65;91;302
-61;152;340;-47;98;290
268;-258;-216;87;198;-183
-94;-115;-31;-237;177;-290
281;-301;203;251;-35;76
-105;187;64;80;247;-31
276;-5;89;45;160;34
205;-39;297;-298;360;164
42;-258;243;162;-60;-164
-134;59;137;262;-208;5
-54;-188;186;210;-82;-131
-14;-160;-247;-75;-155;-185
103;329;-226;295;50;-221
147;109;-121;16;-343;-344
215;-283;136;198;210;151
322;-146;357;39;113;321
-199;347;-237;318;329;-234
-321;-167;33;198;75;-133
-48;247;91;-164;10;280
-235;231;-230;-290;-338;-353
337;280;-325;123;344;-202
-300;-102;168;74;-35;298
-358;7;-256;3;49;103
-211;-115;-124;83;66;135
-240;110;194;-75;-75;139
-189;324;-263;8;-331;-135
-129;323;-211;-8;-40;231
-348;208;29;-328;10;-39
-6;115;4;174;320;216
-45;-295;313;-88;187;219
219;69;-126;179;-17;11
-14;-55;-234;-158;272;270
-8;77;157;-260;60;-220
-315;-314;317;15;-252;106
60;-135;124;-74;-202;-187
-82;-336;-111;38;42;-312
59;-17;117;206;-223;333
25;299;105;-250;-323;-350
-219;20;-254;-308;40;347
-243;-248;-242;-304;157;-39
7;76;276;-273;-151;-316
-257;-311;-227;194;287;13
248;-196;-52;-95;141;320
-203;182;14;188;275;-189
317;-341;44;282;-240;-54
-125;49;236;-78;87;335
237;226;328;-228;123;170
230;131;-123;-335;-274;-156
244;289;-36;352;-336;259
21;343;272;-244;-106;-319
-40;-42;-125;299;-4;152
119;239;-174;194;-64;-320
267;341;-276;6;184;-281
-336;-42;-267;340;317;312
349;139;146;-93;-314;-41
31;29;206;73;322;95
273;-272;226;344;-194;298
127;162;134;214;21;184
3;293;-271;254;-234;190
-29;76;-98;-71;166;328
273;79;337;97;200;287
-197;-287;237;-54;164;315
-147;-135;36;38;101;70
-244;-59;-94;-303;-190;356
295;210;-263;36;-322;127
232;297;-254;-141;202;-9
35;273;352;-347;-107;25
179;339;141;-163;325;294
-31;168;42;356;-80;275
284;-82;164;298;291;-302
-336;52;-354;-218;-346;211
-223;326;195;228;-53;-144
130;258;268;286;248;-11
-8;-313;-31;69;-281;-113
-170;58;-47;-61;-321;-173
-184;151;115;-275;-267;-304
170;40;241;-284;-176;-321
113;-160;151;-267;17;-327
-287;-22;152;73;-213;86
144;-134;220;-232;-187;68
265;230;65;-359;321;211
-73;269;126;-186;-239;260
-125;-126;-72;190;-242;136
103;232;-88;-280;259;154
54;174;183;40;217;123
25;134;328;92;230;-224
181;-201;-60;210;-72;-328
-216;-330;100;-179;-58;-237
277;-115;-213;213;-343;-332
21;312;74;73;104;304
-202;278;-325;225;-337;-61
68;-219;213;-208;-235;82
318;116;-206;298;-86;-335
-197;293;266;59;44;-360
-269;-206;236;-81;-131;-172
-147;-52;-222;49;114;134
-105;329;-185;179;-79;249
-92;150;-111;272;181;-47
-72;-92;-41;-86;-308;-43
77;-141;-67;-288;-17;-150
-349;277;-209;132;-249;342
2;282;163;-2;77;-109
19;214;-163;-149;-109;271
-293;-211;-142;-107;163;279
-323;-304;-350;-221;-342;-23
-185;303;156;-8;-304;22
120;78;-58;-281;228;-181
7;219;7;-142;261;-319
166;289;-26;-22;-250;333
271;-8;-67;-269;307;-356
-226;-127;-324;-256;165;-13
-117;-190;-35;-227;-127;-170
238;142;-120;58;-153;-170
-173;128;14;-305;-320;-174
-43;-156;129;324;198;98
183;178;62;197;-78;76
-182;-151;-347;-110;-258;-64
-250;237;172;-289;231;-197
-283;117;328;227;89;-124
-161;-47;-108;272;-356;142
-117;-141;107;304;283;358
-308;-267;347;-295;134;309
-258;277;-346;-113;-189;349
250;212;289;202;243;-129
175;119;-152;-117;295;-337
142;-210;234;-203;-289;86
-286;216;291;-135;-157;-356
-3;352;172;-136;72;203
-280;57;267;137;-185;-113
33;-312;-65;-189;-8;221
-88;13;-292;295;-211;-85
116;186;-236;13;357;150
-302;-329;-6;-39;-10;-241
-100;275;176;-60;294;-293
-230;322;-288;-81;-152;-308
-220;-59;-149;146;-188;331
-140;-249;40;209;-40;357
-46;-141;-183;332;-200;-75
-199;-166;-59;359;296;36
69;-303;55;287;-26;-73
-285;110;355;128;-52;112
64;177;102;3;316;76
100;146;260;-87;153;17
-98;-47;135;-197;345;343
-152;-116;358;208;213;95
225;-37;238;-269;10;156
-182;23;-85;218;123;348
315;55;-303;-62;-230;357
15;278;107;-24;-292;337
87;-248;-73;276;28;31
-41;-228;-181;-155;21;43
-61;292;-140;108;-152;-176
-102;221;28;65;-194;-287
104;346;-287;-225;-354;244
-13;-23;295;-60;32;143
-304;7;-9;257;82;-276
77;-242;-73;23;271;115
207;-270;18;288;-282;97
-302;-64;153;-288;223;99
287;88;-62;106;-8;-293
99;325;-17;74;66;-198
121;-248;198;-207;-239;163
-176;-243;91;-180;-171;248
-74;-285;-221;-99;270;72
-174;-102;279;289;-38;-167
39;-232;259;-193;-239;-341
-128;40;234;219;-343;-93
-6;-24;-330;84;56;-145
-46;-262;-144;188;-335;-166
358;-38;-250;278;-338;-277
-180;187;287;-199;125;230
324;270;-77;315;-45;-243
-137;131;313;323;71;324
-69;-331;-149;-337;263;-49
-294;-261;-186;-200;265;190
-112;-83;68;25;-120;256
-169;313;-79;132;-162;-340
318;24;123;78;181;347
164;258;355;187;-255;-125
-340;140;331;165;171;-235
-104;54;-29;241;227;-127
-28;125;69;-264;-346;-270
-200;-37;25;354;157;346
-322;99;332;-166;324;290
-220;169;-234;-285;-134;-109
-73;-156;-134;157;321;-297
-159;69;237;203;41;-334
122;252;-313;-100;-174;-49
-140;336;-267;-204;284;88
-73;-104;106;168;167;330
-327;-55;-354;147;203;47
-344;-355;353;-215;233;-100
-28;-281;203;-34;-146;-102
-13;-50;143;126;-356;-304
-28;200;228;95;-97;279
-180;-313;164;192;287;192
322;26;332;345;16;249
287;311;-31;187;316;224
310;-38;241;352;-94;-237
233;63;333;-8;-178;128
299;84;-128;-7;-67;-300
66;273;38;-145;286;212
199;71;41;-144;34;355
-12;133;-14;178;-208;-181
-290;150;256;208;175;-285
15;250;248;-88;-164;-270
138;40;-354;-61;-44;205
238;65;-258;67;163;-52
-209;-169;356;-14;236;74
229;328;108;92;106;-316
316;287;140;-137;-113;-306
14;78;164;-360;-238;-26
-100;326;312;330;-212;-245
52;67;143;-140;-77;-118
-267;-298;35;-131;355;161
52;157;344;-53;298;286
242;-326;-101;-147;93;-262
-91;263;-180;-339;360;76
-184;-45;170;42;-44;75
-230;223;230;-9;184;-69
163;-249;7;121;-250;-315
-117;-39;186;-266;289;-202
-88;-56;341;-233;276;37
-129;288;30;-27;222;-100
340;40;195;130;-213;241
264;-331;82;-163;178;-9
211;18;70;-202;-98;-146
254;342;89;283;347;106
215;-69;-13;-314;218;-107
252;355;-11;-104;-321;299
148;-45;338;161;113;11
272;-317;-21;-136;-220;-252
289;-310;330;144;-352;-357
255;-24;243;-201;221;-181
359;316;39;298;98;202
48;-222;293;11;360;-88
-212;166;-135;-276;280;139
317;-60;228;220;-101;298
-153;-242;-32;-185;-359;83
116;116;130;253;-334;130
51;137;285;-168;-311;-134
208;-1;-45;-239;-170;133
228;148;55;356;-28;-5
-163;112;-67;-144;76;210
340;197;72;-37;-250;-208
144;329;98;282;-205;132
-133;-342;231;-49;-297;314
-79;63;-188;111;-96;-14
-71;-120;-168;193;-187;333
305;-163;-200;-179;-182;-188
-52;235;84;-221;222;350
-253;255;-188;-60;-128;-48
-124;-289;123;-325;-216;-1
-162;-58;70;-325;279;258
-299;-233;-351;65;150;187
-206;336;-11;-315;-232;-117
274;-330;-104;101;236;-328
210;-324;-147;-164;298;76
2;171;-280;277;21;-357
-243;-171;-332;131;-340;0
-14;-160;65;-153;303;-356
47;-95;-93;-345;135;39
191;210;-183;-216;-96;158
-270;-51;-349;-309;152;218
296;297;93;-266;-316;200
175;91;165;-214;213;342
-58;-183;-14;122;254;321
-268;142;-303;-286;-266;11
-13;-39;215;21;122;-12
-121;-174;342;-170;209;-2
-129;84;-356;-315;303;293
239;298;129;200;140;-217
-34;208;-359;40;-48;-318
-42;245;85;174;314;-126
177;269;-48;16;110;-22
-228;-198;-63;-349;181;-316
-49;31;79;-46;-302;-156
-308;166;-111;110;-13;-85
-125;-286;-93;-88;-13;213
138;252;9;256;-25;-170
93;45;30;-77;-57;-262
-150;-355;312;79;283;-57
-72;39;69;5;63;-265
189;109;-107;-135;-163;-253
-119;240;-192;-311;-4;-272
-70;-295;159;-114;48;111
110;145;-143;-299;96;-168
284;-144;155;-122;-97;67
292;-170;324;172;-357;253
141;45;-117;-121;-305;-30
113;52;-71;313;-101;323
-339;-42;145;146;7;81
178;217;-118;46;256;64
6;255;133;-284;1;-347
-41;294;-328;321;-230;-94
-213;-292;-48;-160;-288;-1
-188;-108;42;35;-57;-83
-86;-158;-231;-269;-349;182
4;160;188;-167;-221;-314
-54;146;344;37;-329;59
-160;30;-41;-276;-87;191
302;139;339;-270;106;-82
45;-217;-76;-115;-103;-92
-277;1;228;-113;-1;-275
54;11;-104;262;-112;-31
-189;196;-163;18;22;269
316;-325;345;95;-308;-208
-101;-53;186;300;94;329
184;19;252;228;-265;188
85;-74;246;-333;-291;323
-75;23;291;-115;118;164
-200;40;-32;80;32;13
-154;273;315;221;338;17
-279;108;-223;257;319;-286
-147;216;-42;-5;-339;52
52;174;-305;207;-221;22
306;350;343;-141;183;-212
261;114;-287;58;334;249
182;146;-183;-332;-27;-276
-244;-58;120;341;-159;23
311;-240;209;-286;277;16
342;185;160;-359;-212;-173
-303;170;233;-113;-262;120
238;125;-260;-87;129;11
345;-167;265;-91;-262;-301
172;-92;-86;-143;-148;-173
-26;352;-83;320;-240;306
183;257;74;-283;-32;111
-319;-345;-152;311;10;271
-88;277;25;283;-286;-208
145;-100;-359;-83;-130;-77
-230;-210;68;68;-236;312
-320;-215;6;187;-255;311
-56;-320;126;-159;202;334
136;-1;-289;-153;27;-352
-157;65;-236;-238;127;50
37;337;93;-126;15;263
356;244;-110;180;317;121
-14;-154;69;-118;331;-42
333;127;149;330;317;241
-249;238;-26;-145;17;239
28;-173;-105;-226;-108;-224
242;-84;-354;-138;243;-158
203;23;-250;18;-156;155
169;-36;-229;-263;-164;98
221;121;-154;-258;-183;138
-309;-1;350;292;54;192
178;141;128;-157;59;86
227;-349;-206;352;229;95
131;222;-159;119;-339;32
21;269;-225;311;343;-122
89;20;-30;-102;-119;-301
-79;-188;-10;144;-262;235
310;237;-11;115;-31;-59
-336;308;-329;-17;-82;25
359;290;-350;202;-11;-79
233;270;359;-219;267;-139
-64;228;-95;-53;-295;121
167;-144;-117;169;350;143
-296;-21;98;18;-259;-162
351;213;312;-109;-210;130
-104;-44;295;241;-78;169
-151;-150;-147;-343;301;134
-192;-2;210;-86;-203;161
197;139;86;189;8;-123
-360;58;-237;-220;-252;4
-348;-21;-327;-42;-243;52
230;-299;-193;-183;-107;-66
-278;-67;127;31;-103;117
129;-266;-44;315;51;56
191;-182;140;-148;51;97
-73;-181;314;-37;23;97
121;-44;-236;140;306;-93
100;281;-12;94;-25;-282
-279;-283;-39;316;96;310
-315;-139;324;-353;-239;184
241;76;13;319;174;145
176;270;335;347;302;-156
-318;231;-231;-335;196;29
-121;56;256;103;-58;33
-229;-190;-212;-173;319;102
237;-80;-239;173;269;-104
-232;358;331;-248;309;-54
-200;-262;-173;32;-301;71
-339;-33;-121;320;-142;-52
116;-86;-262;-291;-140;234
92;-212;346;-45;242;28
-342;-356;206;-38;-152;262
113;-155;104;-170;-234;-95
27;307;180;-254;-358;-269
301;124;-278;332;-274;-5
-100;-22;-318;-123;-170;-183
323;-337;293;-95;117;327
-293;134;-63;-280;-6;-28
272;116;-160;113;105;286
276;-119;-53;219;305;264
0;61;306;-241;-91;-173
238;-310;-158;40;86;-65
-174;-60;-85;-291;-266;79
113;246;0;-139;-238;-325
-198;-96;49;50;201;65
-281;101;-309;-97;-153;174
-312;185;-187;-194;-352;-265
-210;-206;293;-160;-290;204
121;81;-113;137;-192;-138
-103;-204;128;170;-353;-104
-187;308;190;-87;134;143
65;333;203;28;-293;278
-175;-26;-122;185;218;219
272;-297;121;2;-119;64
-107;-211;-171;-289;-252;-129
68;-250;-315;-355;198;131
-274;158;-244;-274;131;-256
-319;-263;-350;-224;-309;-333
-139;11;-77;357;-44;-251
